ZIP A,ZIP B,Lat_A,Lon_A,Lat_B,Lon_B
53250,54469,19.5014463,-99.2584643,19.6041704,-99.30905519999999
3100,1180,19.3813647,-99.16802390000001,19.3868525,-99.19475090000002
3100,1180,19.3813647,-99.16802390000001,19.3868525,-99.19475090000002
3600,3023,19.3807458,-99.15530160000002,19.393651,-99.14769079999999
1460,53270,19.3757002,-99.1968277,19.4757031,-99.25777149999999
6470,6500,19.4392516,-99.16360510000001,19.4301322,-99.16914129999999
5100,3400,19.3822741,-99.2702429,19.399121,-99.1414643
1740,4250,19.3498883,-99.2266013,19.3439785,-99.1248628
3900,3900,19.3674235,-99.185752,19.3674235,-99.185752
3900,3900,19.3674235,-99.185752,19.3674235,-99.185752
52787,52787,19.4010652,-99.27717229999999,19.4010652,-99.27717229999999
5100,11910,19.3822741,-99.2702429,19.3909815,-99.24391659999999
6140,6140,19.4149803,-99.17744619999999,19.4149803,-99.17744619999999
4700,14200,19.3092084,-99.1719095,19.2863543,-99.2162139
1740,1740,19.3498883,-99.2266013,19.3498883,-99.2266013
6500,3200,19.4301322,-99.16914129999999,19.3768213,-99.1746778
6500,6500,19.4301322,-99.16914129999999,19.4301322,-99.16914129999999
11560,11560,19.4339168,-99.18787209999999,19.4339168,-99.18787209999999
3810,3103,19.3943574,-99.17744619999999,19.3968781,-99.16553449999999
6700,6700,19.4173639,-99.1594532,19.4173639,-99.1594532
6140,6140,19.4149803,-99.17744619999999,19.4149803,-99.17744619999999
3100,3810,19.3813647,-99.16802390000001,19.3943574,-99.17744619999999
3810,3103,19.3943574,-99.17744619999999,19.3968781,-99.16553449999999
3900,1710,19.3674235,-99.185752,19.3574644,-99.207905
6100,11540,19.4093682,-99.1719095,19.4315336,-99.19959689999999
6400,3400,19.4468279,-99.1594532,19.399121,-99.1414643
11700,11700,19.4010793,-99.24807279999999,19.4010793,-99.24807279999999
6100,6100,19.4093682,-99.1719095,19.4093682,-99.1719095
2440,2150,19.4898956,-99.2106745,19.4943198,-99.19613539999999
62448,62448,18.9173929,-99.2210612,18.9173929,-99.2210612
16020,1020,19.271182,-99.1373136,19.3585861,-99.185752
14376,14357,19.2932045,-99.1386972,19.2934821,-99.13316309999999
52787,52787,19.4010652,-99.27717229999999,19.4010652,-99.27717229999999
6400,11460,19.4468279,-99.1594532,19.4447231,-99.1864442
11540,11540,19.4315336,-99.19959689999999,19.4315336,-99.19959689999999
8900,3000,19.3832516,-99.10549859999999,19.403193,-99.1556476
2169,53100,23.634501,-102.552784,19.5077027,-99.23698999999999
11560,11540,19.4339168,-99.18787209999999,19.4315336,-99.19959689999999
1840,11560,19.3319317,-99.2466874,19.4339168,-99.18787209999999
11560,11540,19.4339168,-99.18787209999999,19.4315336,-99.19959689999999
6470,6300,19.4392516,-99.16360510000001,19.4431779,-99.1442316
4100,4330,19.3538129,-99.16360510000001,19.3366956,-99.15253399999999
3330,1900,19.362511,-99.16637310000002,19.3205752,-99.2092897
3730,3100,19.3785056,-99.18505979999999,19.3813647,-99.16802390000001
52787,52787,19.4010652,-99.27717229999999,19.4010652,-99.27717229999999
4100,4330,19.3538129,-99.16360510000001,19.3366956,-99.15253399999999
3100,3100,19.3813647,-99.16802390000001,19.3813647,-99.16802390000001
11320,11520,19.4445835,-99.1746778,19.4409348,-99.18852079999999
3800,3200,19.3880449,-99.185752,19.3768213,-99.1746778
1840,11560,19.3319317,-99.2466874,19.4339168,-99.18787209999999
2440,2150,19.4898956,-99.2106745,19.4943198,-99.19613539999999
53310,3810,19.4881337,-99.23075659999999,19.3943574,-99.17744619999999
14120,10910,19.3078472,-99.220715,19.3033924,-99.24322389999999
62290,72650,18.9360255,-99.2162139,23.634501,-102.552784
6600,3100,19.4276061,-99.16083719999999,19.3813647,-99.16802390000001
5348,72810,19.3568681,-99.2756998,19.0518554,-98.2951581
53250,53126,19.5014463,-99.2584643,19.5198851,-99.27232169999999
53950,52789,19.4193192,-99.23698999999999,19.3885825,-99.2764794
11400,2070,19.4531418,-99.1802147,19.4734857,-99.185752
11540,11540,19.4315336,-99.19959689999999,19.4315336,-99.19959689999999
16020,1020,19.271182,-99.1373136,19.3585861,-99.185752
11650,11000,19.4313193,-99.21829129999999,19.420166,-99.2203687
3310,11870,19.3685426,-99.16360510000001,19.3996886,-99.18852079999999
11550,52774,19.4318149,-99.19405859999999,19.4223752,-99.29241909999999
53127,52994,19.5080091,-99.2525756,19.5210236,-99.250151
52780,11560,19.4113186,-99.2494583,19.4339168,-99.18787209999999
52780,11560,19.4113186,-99.2494583,19.4339168,-99.18787209999999
14430,3300,19.2775796,-99.17121739999999,19.3648912,-99.1483827
11650,11000,19.4313193,-99.21829129999999,19.420166,-99.2203687
3300,11000,19.3648912,-99.1483827,19.420166,-99.2203687
1030,1900,19.3559202,-99.1802147,19.3205752,-99.2092897
11000,11000,19.420166,-99.2203687,19.420166,-99.2203687
1330,52779,19.3698625,-99.26816420000002,19.4047023,-99.29241909999999
3660,3023,19.3754117,-99.1442316,19.393651,-99.14769079999999
6500,11560,19.4301322,-99.16914129999999,19.4339168,-99.18787209999999
2440,53310,19.4898956,-99.2106745,19.4881337,-99.23075659999999
3810,3810,19.3943574,-99.17744619999999,19.3943574,-99.17744619999999
1219,5330,19.3870901,-99.2407996,19.3563182,-99.2882606
11650,5100,19.4313193,-99.21829129999999,19.3822741,-99.2702429
76149,76149,20.627754,-100.3729496,20.627754,-100.3729496
4620,3600,19.3225231,-99.1414643,19.3807458,-99.15530160000002
6100,6100,19.4093682,-99.1719095,19.4093682,-99.1719095
1736,5348,23.634501,-102.552784,19.3568681,-99.2756998
3023,3730,19.393651,-99.14769079999999,19.3785056,-99.18505979999999
1020,1010,19.3585861,-99.185752,19.3611115,-99.19405859999999
1020,1010,19.3585861,-99.185752,19.3611115,-99.19405859999999
6600,3100,19.4276061,-99.16083719999999,19.3813647,-99.16802390000001
3020,3100,19.3940734,-99.1539178,19.3813647,-99.16802390000001
53140,53100,19.4939478,-99.2466874,19.5077027,-99.23698999999999
14376,14357,19.2932045,-99.1386972,19.2934821,-99.13316309999999
5270,52779,19.3669014,-99.297271,19.4047023,-99.29241909999999
11230,3100,19.4574859,-99.2106745,19.3813647,-99.16802390000001
52783,62166,19.4222516,-99.2660856,18.945821,-99.2484192
1780,1700,19.3392293,-99.21898379999999,19.3418937,-99.22452369999999
11230,3100,19.4574859,-99.2106745,19.3813647,-99.16802390000001
6100,6100,19.4093682,-99.1719095,19.4093682,-99.1719095
53950,52786,19.4193192,-99.23698999999999,19.4047195,-99.2633141
14110,3900,19.3012204,-99.2134442,19.3674235,-99.185752
3100,3100,19.3813647,-99.16802390000001,19.3813647,-99.16802390000001
11540,11560,19.4315336,-99.19959689999999,19.4339168,-99.18787209999999
53126,53100,19.5198851,-99.27232169999999,19.5077027,-99.23698999999999
3100,3740,19.3813647,-99.16802390000001,19.3765413,-99.1802147
53100,53250,19.5077027,-99.23698999999999,19.5014463,-99.2584643
11400,2070,19.4531418,-99.1802147,19.4734857,-99.185752
29087,86389,16.7331947,-93.11963589999999,18.2477268,-93.2294548
1780,1700,19.3392293,-99.21898379999999,19.3418937,-99.22452369999999
14110,3900,19.3012204,-99.2134442,19.3674235,-99.185752
3023,3020,19.393651,-99.14769079999999,19.3940734,-99.1539178
53126,53126,19.5198851,-99.27232169999999,19.5198851,-99.27232169999999
6100,6100,19.4093682,-99.1719095,19.4093682,-99.1719095
53126,52930,19.5198851,-99.27232169999999,19.5458167,-99.2979641
62853,52172,18.880673,-98.7797872,19.2722311,-99.57569339999999
76269,52774,20.6577776,-100.3420937,19.4223752,-99.29241909999999
46001,46001,23.634501,-102.552784,23.634501,-102.552784
3440,3020,19.3864947,-99.1435398,19.3940734,-99.1539178
3020,6030,19.3940734,-99.1539178,19.4360237,-99.1546097
5379,11910,19.3536015,-99.2873943,19.3909815,-99.24391659999999
6720,54190,19.4179232,-99.1483827,19.5385926,-99.0930528
53126,52930,19.5198851,-99.27232169999999,19.5458167,-99.2979641
57610,76230,19.4016613,-99.04674349999999,20.6976975,-100.4452756
11540,5129,19.4315336,-99.19959689999999,19.3929373,-99.2633141
11650,11600,19.4313193,-99.21829129999999,19.4365806,-99.2162139
4250,4330,19.3439785,-99.1248628,19.3366956,-99.15253399999999
3800,54730,19.3880449,-99.185752,19.6601261,-99.1954432
53900,11000,19.4327877,-99.2328344,19.420166,-99.2203687
11000,11000,19.420166,-99.2203687,19.420166,-99.2203687
3570,3300,19.3660806,-99.1393889,19.3648912,-99.1483827
53126,53126,19.5198851,-99.27232169999999,19.5198851,-99.27232169999999
6760,6700,19.405299,-99.16498910000001,19.4173639,-99.1594532
11000,11000,19.420166,-99.2203687,19.420166,-99.2203687
6100,3023,19.4093682,-99.1719095,19.393651,-99.14769079999999
3810,3730,19.3943574,-99.17744619999999,19.3785056,-99.18505979999999
5219,5219,19.3741313,-99.28548839999999,19.3741313,-99.28548839999999
14390,14390,19.2909523,-99.1248628,19.2909523,-99.1248628
3440,3020,19.3864947,-99.1435398,19.3940734,-99.1539178
52005,14427,19.2862459,-99.5047835,19.2721159,-99.1919819
6600,6600,19.4276061,-99.16083719999999,19.4276061,-99.16083719999999
1710,1710,19.3574644,-99.207905,19.3574644,-99.207905
4650,4100,19.3082873,-99.1463071,19.3538129,-99.16360510000001
1020,3100,19.3585861,-99.185752,19.3813647,-99.16802390000001
4320,3400,19.34189,-99.16637310000002,19.399121,-99.1414643
3020,10200,19.3940734,-99.1539178,19.3271667,-99.22452369999999
1430,3910,19.3651763,-99.23006409999999,19.3723335,-99.1905974
14390,14390,19.2909523,-99.1248628,19.2909523,-99.1248628
11590,52857,19.4326577,-99.17744619999999,23.634501,-102.552784
11540,5129,19.4315336,-99.19959689999999,19.3929373,-99.2633141
52787,52789,19.4010652,-99.27717229999999,19.3885825,-99.2764794
86000,86000,17.9979116,-92.9238378,17.9979116,-92.9238378
14250,14250,19.2811638,-99.2023662,19.2811638,-99.2023662
9099,3410,19.3567426,-99.12002129999999,19.3910535,-99.14077250000001
1219,5500,19.3870901,-99.2407996,19.3401429,-99.3094019
3020,3740,19.3940734,-99.1539178,19.3765413,-99.1802147
11529,3100,19.4431776,-99.2023662,19.3813647,-99.16802390000001
3820,3810,19.3946383,-99.1864442,19.3943574,-99.17744619999999
6600,6700,19.4276061,-99.16083719999999,19.4173639,-99.1594532
1020,3100,19.3585861,-99.185752,19.3813647,-99.16802390000001
11800,1180,19.4002495,-99.17744619999999,19.3868525,-99.19475090000002
53100,3810,19.5077027,-99.23698999999999,19.3943574,-99.17744619999999
6140,6100,19.4149803,-99.17744619999999,19.4093682,-99.1719095
11650,11600,19.4313193,-99.21829129999999,19.4365806,-99.2162139
53900,11000,19.4327877,-99.2328344,19.420166,-99.2203687
6700,6470,19.4173639,-99.1594532,19.4392516,-99.16360510000001
3920,11520,19.3726839,-99.18367549999999,19.4409348,-99.18852079999999
27105,27105,25.5887553,-103.4121672,25.5887553,-103.4121672
6170,11800,19.4089477,-99.1802147,19.4002495,-99.17744619999999
3020,3740,19.3940734,-99.1539178,19.3765413,-99.1802147
86000,86000,17.9979116,-92.9238378,17.9979116,-92.9238378
52005,14427,19.2862459,-99.5047835,19.2721159,-99.1919819
6140,6100,19.4149803,-99.17744619999999,19.4093682,-99.1719095
44500,45238,20.6700685,-103.3941112,20.602957,-103.4455735
45010,45030,20.6639401,-103.4533444,20.6638594,-103.4266138
11590,2800,19.4326577,-99.17744619999999,19.4633147,-99.1684492
53280,52995,19.481941,-99.26539269999999,19.5240411,-99.24876549999999
53280,52995,19.481941,-99.26539269999999,19.5240411,-99.24876549999999
3230,1780,19.3684751,-99.17952260000001,19.3392293,-99.21898379999999
72490,72490,18.9786824,-98.2500125,18.9786824,-98.2500125
6030,52169,19.4360237,-99.1546097,19.2625665,-99.63343909999999
6700,6760,19.4173639,-99.1594532,19.405299,-99.16498910000001
6010,6010,19.4406506,-99.1359301,19.4406506,-99.1359301
6760,3000,19.405299,-99.16498910000001,19.403193,-99.1556476
3100,52779,19.3813647,-99.16802390000001,19.4047023,-99.29241909999999
11560,11560,19.4339168,-99.18787209999999,19.4339168,-99.18787209999999
3650,3630,19.3756251,-99.1546097,19.3803931,-99.14769079999999
6100,6100,19.4093682,-99.1719095,19.4093682,-99.1719095
5330,1376,19.3563182,-99.2882606,19.3727472,-99.24650580000001
7369,7020,19.5002857,-99.1220962,19.4855507,-99.1220962
11560,14100,19.4339168,-99.18787209999999,19.2838297,-99.23698999999999
52987,54025,19.5392708,-99.2390679,19.5647203,-99.2096359
3810,5349,19.3943574,-99.17744619999999,23.634501,-102.552784
72490,72580,18.9786824,-98.2500125,19.0097542,-98.2144627
76116,14730,20.6346862,-100.464947,19.271489,-99.233527
11910,52786,19.3909815,-99.24391659999999,19.4047195,-99.2633141
3810,5349,19.3943574,-99.17744619999999,23.634501,-102.552784
6700,6700,19.4173639,-99.1594532,19.4173639,-99.1594532
3810,5349,19.3943574,-99.17744619999999,23.634501,-102.552784
5100,11000,19.3822741,-99.2702429,19.420166,-99.2203687
6700,6700,19.4173639,-99.1594532,19.4173639,-99.1594532
4650,4100,19.3082873,-99.1463071,19.3538129,-99.16360510000001
13270,13270,19.2868303,-99.0598732,19.2868303,-99.0598732
13270,13270,19.2868303,-99.0598732,19.2868303,-99.0598732
11840,53950,19.4089473,-99.19475090000002,19.4193192,-99.23698999999999
52787,52789,19.4010652,-99.27717229999999,19.3885825,-99.2764794
11000,6500,19.420166,-99.2203687,19.4301322,-99.16914129999999
3810,5349,19.3943574,-99.17744619999999,23.634501,-102.552784
3800,3600,19.3880449,-99.185752,19.3807458,-99.15530160000002
7369,7020,19.5002857,-99.1220962,19.4855507,-99.1220962
3810,3810,19.3943574,-99.17744619999999,19.3943574,-99.17744619999999
10810,10810,19.3113176,-99.2321418,19.3113176,-99.2321418
14110,3900,19.3012204,-99.2134442,19.3674235,-99.185752
5330,1376,19.3563182,-99.2882606,19.3727472,-99.24650580000001
14420,45030,19.2763904,-99.1802147,20.6638594,-103.4266138
2300,1800,19.4936933,-99.16498910000001,19.3292597,-99.2702429
77560,77533,21.0826539,-86.8571659,21.1390859,-86.84963979999999
6700,6760,19.4173639,-99.1594532,19.405299,-99.16498910000001
6720,3100,19.4179232,-99.1483827,19.3813647,-99.16802390000001
11590,11529,19.4326577,-99.17744619999999,19.4431776,-99.2023662
52787,52789,19.4010652,-99.27717229999999,19.3885825,-99.2764794
11560,11560,19.4339168,-99.18787209999999,19.4339168,-99.18787209999999
5000,5340,19.3557507,-99.2993504,19.3631066,-99.2789698
57100,57100,19.4918371,-99.0557268,19.4918371,-99.0557268
6100,6100,19.4093682,-99.1719095,19.4093682,-99.1719095
6100,6500,19.4093682,-99.1719095,19.4301322,-99.16914129999999
11000,52788,19.420166,-99.2203687,19.3954578,-99.2716288
5330,1376,19.3563182,-99.2882606,19.3727472,-99.24650580000001
10810,10810,19.3113176,-99.2321418,19.3113176,-99.2321418
11590,11529,19.4326577,-99.17744619999999,19.4431776,-99.2023662
6100,6500,19.4093682,-99.1719095,19.4301322,-99.16914129999999
53129,53126,19.5133735,-99.2556931,19.5198851,-99.27232169999999
1020,3100,19.3585861,-99.185752,19.3813647,-99.16802390000001
6500,6500,19.4301322,-99.16914129999999,19.4301322,-99.16914129999999
11320,11000,19.4445835,-99.1746778,19.420166,-99.2203687
6470,53126,19.4392516,-99.16360510000001,19.5198851,-99.27232169999999
11650,11000,19.4313193,-99.21829129999999,19.420166,-99.2203687
53280,52995,19.481941,-99.26539269999999,19.5240411,-99.24876549999999
52787,52789,19.4010652,-99.27717229999999,19.3885825,-99.2764794
11550,6100,19.4318149,-99.19405859999999,19.4093682,-99.1719095
11590,11529,19.4326577,-99.17744619999999,19.4431776,-99.2023662
53280,52995,19.481941,-99.26539269999999,19.5240411,-99.24876549999999
11000,11540,19.420166,-99.2203687,19.4315336,-99.19959689999999
11000,11540,19.420166,-99.2203687,19.4315336,-99.19959689999999
54030,54030,19.5465885,-99.1968277,19.5465885,-99.1968277
4500,14140,19.3051456,-99.19405859999999,19.3057082,-99.2266013
3310,3104,19.3685426,-99.16360510000001,19.3712091,-99.16914129999999
14260,5330,19.2824242,-99.1919819,19.3563182,-99.2882606
7620,2100,19.5250552,-99.17121739999999,19.5094012,-99.2037508
6500,3020,19.4301322,-99.16914129999999,19.3940734,-99.1539178
11000,11540,19.420166,-99.2203687,19.4315336,-99.19959689999999
1700,52787,19.3418937,-99.22452369999999,19.4010652,-99.27717229999999
3100,3300,19.3813647,-99.16802390000001,19.3648912,-99.1483827
3400,3020,19.399121,-99.1414643,19.3940734,-99.1539178
3000,6700,19.403193,-99.1556476,19.4173639,-99.1594532
45655,45645,20.554101,-103.336696,20.5753577,-103.4381723
1130,1130,19.3935148,-99.2085974,19.3935148,-99.2085974
1330,1330,19.3698625,-99.26816420000002,19.3698625,-99.26816420000002
1900,14140,19.3205752,-99.2092897,19.3057082,-99.2266013
53129,53126,19.5133735,-99.2556931,19.5198851,-99.27232169999999
2719,2719,19.4778276,-99.2162139,19.4778276,-99.2162139
3100,11300,19.3813647,-99.16802390000001,19.436516,-99.17398569999999
6100,6100,19.4093682,-99.1719095,19.4093682,-99.1719095
51200,51200,19.1628508,-100.1311163,19.1628508,-100.1311163
1700,58297,19.3418937,-99.22452369999999,19.6820557,-101.1670445
52784,52005,19.4201558,-99.2494583,19.2862459,-99.5047835
5270,53250,19.3669014,-99.297271,19.5014463,-99.2584643
3840,3800,19.3877638,-99.1767541,19.3880449,-99.185752
1700,52787,19.3418937,-99.22452369999999,19.4010652,-99.27717229999999
11000,11000,19.420166,-99.2203687,19.420166,-99.2203687
54180,54180,19.5188068,-99.10549859999999,19.5188068,-99.10549859999999
14387,14390,19.2875907,-99.13316309999999,19.2909523,-99.1248628
6470,6470,19.4392516,-99.16360510000001,19.4392516,-99.16360510000001
11560,6700,19.4339168,-99.18787209999999,19.4173639,-99.1594532
52930,52930,19.5458167,-99.2979641,19.5458167,-99.2979641
1210,11700,19.382987,-99.2418386,19.4010793,-99.24807279999999
1210,1210,19.382987,-99.2418386,19.382987,-99.2418386
3100,3104,19.3813647,-99.16802390000001,19.3712091,-99.16914129999999
4420,4420,19.3335822,-99.1253549,19.3335822,-99.1253549
11800,11800,19.4002495,-99.17744619999999,19.4002495,-99.17744619999999
6500,3020,19.4301322,-99.16914129999999,19.3940734,-99.1539178
11560,11560,19.4339168,-99.18787209999999,19.4339168,-99.18787209999999
54790,54790,23.634501,-102.552784,23.634501,-102.552784
3303,6760,19.3657583,-99.1511501,19.405299,-99.16498910000001
3303,6760,19.3657583,-99.1511501,19.405299,-99.16498910000001
11850,11550,19.4114729,-99.18852079999999,19.4318149,-99.19405859999999
54769,54769,19.5983736,-99.19267409999999,19.5983736,-99.19267409999999
4330,4330,19.3366956,-99.15253399999999,19.3366956,-99.15253399999999
11910,6100,19.3909815,-99.24391659999999,19.4093682,-99.1719095
3100,6600,19.3813647,-99.16802390000001,19.4276061,-99.16083719999999
11560,5120,19.4339168,-99.18787209999999,19.3904162,-99.25500029999999
11310,11310,19.4446183,-99.18125289999999,19.4446183,-99.18125289999999
11000,11950,19.420166,-99.2203687,19.4005243,-99.23006409999999
6700,6500,19.4173639,-99.1594532,19.4301322,-99.16914129999999
6450,51370,19.457351,-99.15530160000002,19.246374,-99.7581101
6170,6170,19.4089477,-99.1802147,19.4089477,-99.1802147
6470,52774,19.4392516,-99.16360510000001,19.4223752,-99.29241909999999
1740,1780,19.3498883,-99.2266013,19.3392293,-99.21898379999999
6700,6700,19.4173639,-99.1594532,19.4173639,-99.1594532
1219,52774,19.3870901,-99.2407996,19.4223752,-99.29241909999999
11850,11800,19.4114729,-99.18852079999999,19.4002495,-99.17744619999999
3020,16035,19.3940734,-99.1539178,19.2823921,-99.1193297
11540,11560,19.4315336,-99.19959689999999,19.4339168,-99.18787209999999
8400,3100,19.402751,-99.098584,19.3813647,-99.16802390000001
7969,15900,19.4619648,-99.0930528,19.4142597,-99.1041157
3810,3020,19.3943574,-99.17744619999999,19.3940734,-99.1539178
11529,3100,19.4431776,-99.2023662,19.3813647,-99.16802390000001
3700,11590,19.3820128,-99.18852079999999,19.4326577,-99.17744619999999
3020,4040,19.3940734,-99.1539178,19.3458119,-99.146999
1780,3840,19.3392293,-99.21898379999999,19.3877638,-99.1767541
4010,4010,19.3475023,-99.1719095,19.3475023,-99.1719095
11540,11560,19.4315336,-99.19959689999999,19.4339168,-99.18787209999999
3230,3230,19.3684751,-99.17952260000001,19.3684751,-99.17952260000001
3230,3230,19.3684751,-99.17952260000001,19.3684751,-99.17952260000001
6900,7800,19.4522974,-99.1386972,19.4736233,-99.1248628
5600,1700,19.3466476,-99.2757864,19.3418937,-99.22452369999999
2300,4250,19.4936933,-99.16498910000001,19.3439785,-99.1248628
8400,3100,19.402751,-99.098584,19.3813647,-99.16802390000001
6700,11460,19.4173639,-99.1594532,19.4447231,-99.1864442
5348,6100,19.3568681,-99.2756998,19.4093682,-99.1719095
10200,10000,19.3271667,-99.22452369999999,19.3145421,-99.24114589999999
14427,14240,19.2721159,-99.1919819,19.2919642,-99.2217537
11800,11800,19.4002495,-99.17744619999999,19.4002495,-99.17744619999999
11529,6700,19.4431776,-99.2023662,19.4173639,-99.1594532
1904,1820,19.3181557,-99.220715,19.3430097,-99.2532684
3020,3020,19.3940734,-99.1539178,19.3940734,-99.1539178
11800,3103,19.4002495,-99.17744619999999,19.3968781,-99.16553449999999
14427,14240,19.2721159,-99.1919819,19.2919642,-99.2217537
3020,3310,19.3940734,-99.1539178,19.3685426,-99.16360510000001
3104,3200,19.3712091,-99.16914129999999,19.3768213,-99.1746778
11000,52763,19.420166,-99.2203687,19.3916612,-99.2882606
1219,52774,19.3870901,-99.2407996,19.4223752,-99.29241909999999
4010,3104,19.3475023,-99.1719095,19.3712091,-99.16914129999999
3023,3100,19.393651,-99.14769079999999,19.3813647,-99.16802390000001
11400,3800,19.4531418,-99.1802147,19.3880449,-99.185752
10810,10810,19.3113176,-99.2321418,19.3113176,-99.2321418
4480,3300,19.3237725,-99.1165633,19.3648912,-99.1483827
9450,4330,19.3632737,-99.1366219,19.3366956,-99.15253399999999
5129,52780,19.3929373,-99.2633141,19.4113186,-99.2494583
3104,3100,19.3712091,-99.16914129999999,19.3813647,-99.16802390000001
45134,76230,20.76045,-103.4237244,20.6976975,-100.4452756
52930,52938,19.5458167,-99.2979641,19.574132,-99.3201479
3900,1020,19.3674235,-99.185752,19.3585861,-99.185752
6140,6170,19.4149803,-99.17744619999999,19.4089477,-99.1802147
6700,6700,19.4173639,-99.1594532,19.4173639,-99.1594532
1180,8900,19.3868525,-99.19475090000002,19.3832516,-99.10549859999999
9830,6880,19.3466089,-99.0723139,19.4050136,-99.1414643
5119,3900,19.3807372,-99.2570787,19.3674235,-99.185752
3104,52005,19.3712091,-99.16914129999999,19.2862459,-99.5047835
52930,52938,19.5458167,-99.2979641,19.574132,-99.3201479
3440,3540,19.3864947,-99.1435398,19.3753744,-99.1376595
10200,4100,19.3271667,-99.22452369999999,19.3538129,-99.16360510000001
7870,2080,19.4673105,-99.13316309999999,19.4649276,-99.1802147
3300,3300,19.3648912,-99.1483827,19.3648912,-99.1483827
6600,11800,19.4276061,-99.16083719999999,19.4002495,-99.17744619999999
3330,6140,19.362511,-99.16637310000002,19.4149803,-99.17744619999999
3330,6140,19.362511,-99.16637310000002,19.4149803,-99.17744619999999
6140,52764,19.4149803,-99.17744619999999,19.379596,-99.2938053
1180,8900,19.3868525,-99.19475090000002,19.3832516,-99.10549859999999
16600,5348,19.2517529,-99.0543447,19.3568681,-99.2756998
